Pos| Game| Year| Genre| Publisher| North America| Europe| Japan| Rest of World| GlobalGame| Console system
Deep Labyrinth| https://www.vgchartz.com/game/495/deep-labyrinth/| 2006| Action| Atlus| 0.06| 0.00| 0.00| 0.00| 0.07| Nintendo DS
DS Rakubiki Jiten| https://www.vgchartz.com/game/3181/kanji-sonomama-ds-rakubiki-jiten/| 2006| Misc| Nintendo| 0.00| 0.00| 0.07| 0.00| 0.07| Nintendo DS
Daniel X: The Ultimate Power| https://www.vgchartz.com/game/41343/daniel-x-the-ultimate-power/| 2010| Action| THQ| 0.06| 0.00| 0.00| 0.00| 0.07| Nintendo DS
Middle School English Vocabulary Target 1800 DS| https://www.vgchartz.com/game/6160/chuugaku-eitango-target-1800-ds/| 2006| Misc| IE Institute| 0.00| 0.00| 0.07| 0.00| 0.07| Nintendo DS
Tropix| https://www.vgchartz.com/game/28167/tropix/| 2008| Puzzle| Capcom| 0.06| 0.00| 0.00| 0.00| 0.07| Nintendo DS
Doraemon New Magic World Adventure DS| https://www.vgchartz.com/game/3120/doraemon-nobita-no-shin-makai-daibouken-ds/| 2007| Role-Playing| Sega| 0.00| 0.00| 0.07| 0.00| 0.07| Nintendo DS
My Horse & Me 2: Riding for Gold| https://www.vgchartz.com/game/31198/my-horse-amp-me-riding-for-gold/| 2008| Sports| Atari| 0.05| 0.01| 0.00| 0.00| 0.07| Nintendo DS
Alex Rider: Stormbreaker| https://www.vgchartz.com/game/49/alex-rider-stormbreaker/| N/A| Action| THQ| 0.06| 0.00| 0.00| 0.00| 0.07| Nintendo DS
Crime Lab: Body of Evidence| https://www.vgchartz.com/game/47259/crime-lab-body-of-evidence/| 2010| Adventure| City Interactive| 0.05| 0.01| 0.00| 0.00| 0.07| Nintendo DS
Flower, Sun and Rain| https://www.vgchartz.com/game/28278/flower-sun-and-rain/| 2008| Adventure| Marvelous Interactive| 0.06| 0.00| 0.00| 0.01| 0.07| Nintendo DS
Dreamer: Pop Star| https://www.vgchartz.com/game/28175/dreamer-series-pop-star/| 2009| Misc| DreamCatcher Interactive| 0.04| 0.02| 0.00| 0.01| 0.07| Nintendo DS
Prince of Persia: The Fallen King| https://www.vgchartz.com/game/24826/prince-of-persia-the-fallen-king/| 2008| Action| Ubisoft| 0.06| 0.00| 0.00| 0.00| 0.07| Nintendo DS
The Tale of Despereaux| https://www.vgchartz.com/game/25483/the-tale-of-despereaux/| 2008| Platform| Brash Entertainment| 0.06| 0.00| 0.00| 0.00| 0.07| Nintendo DS
Jam Sessions 2| https://www.vgchartz.com/game/36889/jam-sessions-2/| 2009| Misc| Ubisoft| 0.06| 0.00| 0.00| 0.00| 0.07| Nintendo DS
Survival Kids: Lost in Blue 2| https://www.vgchartz.com/game/4487/lost-in-blue-2/| 2007| Adventure| Konami| 0.01| 0.01| 0.05| 0.00| 0.07| Nintendo DS
Interactive Storybook Series 1| https://www.vgchartz.com/game/18424/interactive-storybook-ds-series-1/| 2007| Misc| Tommo| 0.06| 0.00| 0.00| 0.00| 0.07| Nintendo DS
Cosmos Chaos!| https://www.vgchartz.com/game/47843/cosmos-chaos/| 2010| Misc| Mentor Interactive| 0.06| 0.00| 0.00| 0.01| 0.07| Nintendo DS
MLB Power Pros 2008| https://www.vgchartz.com/game/24788/mlb-power-pros-2008/| 2008| Sports| 2K Sports| 0.06| 0.00| 0.00| 0.01| 0.07| Nintendo DS
Warhammer 40k: Squad Command| https://www.vgchartz.com/game/13891/warhammer-40000-squad-command/| 2007| Strategy| THQ| 0.05| 0.01| 0.00| 0.01| 0.06| Nintendo DS
IL-2 Sturmovik: Birds of Prey| https://www.vgchartz.com/game/34915/il-2-sturmovik-birds-of-prey/| 2009| Simulation| 505 Games| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
James Bond 007: Blood Stone| https://www.vgchartz.com/game/46173/james-bond-007-blood-stone/| 2010| Action| Activision| 0.05| 0.01| 0.00| 0.00| 0.06| Nintendo DS
Chicken Little: Ace In Action| https://www.vgchartz.com/game/4960/disneys-chicken-little-ace-in-action/| 2006| Shooter| Buena Vista| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Elite Forces: Unit 77| https://www.vgchartz.com/game/31065/elite-forces-unit-77/| 2009| Strategy| Deep Silver| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Insecticide| https://www.vgchartz.com/game/14762/insecticide/| 2008| Adventure| Gamecock| 0.06| 0.00| 0.00| 0.01| 0.06| Nintendo DS
Smart Boy's Toy Club| https://www.vgchartz.com/game/27991/smart-boys-toys-club/| 2008| Misc| UFO Interactive| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Jewels of the Ages| https://www.vgchartz.com/game/51915/jewels-of-the-ages/| 2011| Puzzle| City Interactive| 0.03| 0.02| 0.00| 0.01| 0.06| Nintendo DS
Keroro Gunso| https://www.vgchartz.com/game/3581/mitsukete-keroro-gunsou-machigai-sagashi-daisakusen-de-arimasu/| 2007| Action| Namco Bandai| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Akagawa Jirou Mystery: Yasoukyoku| https://www.vgchartz.com/game/14462/akagawa-jirou-mystery-yasoukyoku-hon-ni-manekareta-satsujin/| 2008| Adventure| Marvelous Interactive| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Frogger: Helmet Chaos| https://www.vgchartz.com/game/5138/frogger-helmet-chaos/| 2005| Platform| Konami| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
My Pet Shop| https://www.vgchartz.com/game/32791/my-pet-shop/| 2008| Simulation| Taito| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Imagine: Gymnast| https://www.vgchartz.com/game/35463/imagine-gymnast/| 2008| Simulation| Ubisoft| 0.05| 0.01| 0.00| 0.00| 0.06| Nintendo DS
Project Monster| https://www.vgchartz.com/game/40568/monster-tale/| 2011| Platform| Majesco| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Nicola Kanshuu: Model * Oshare Audition| https://www.vgchartz.com/game/43578/nicola-kanshuu-model-oshare-audition/| 2010| Misc| Alchemist| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Backyard Hockey| https://www.vgchartz.com/game/7610/backyard-hockey/| 2007| Sports| Atari| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Paws & Claws: Marine Rescue| https://www.vgchartz.com/game/48802/paws-amp-claws-marine-rescue/| 2011| Simulation| THQ| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Santa Claus is Comin' to Town!| https://www.vgchartz.com/game/51266/santa-claus-is-comin-to-town/| 2011| Puzzle| Crave Entertainment| 0.06| 0.00| 0.00| 0.01| 0.06| Nintendo DS
Western Riding Academy| https://www.vgchartz.com/game/45601/western-riding-academy/| 2010| Simulation| Destineer| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Keroro Gunso 3| https://www.vgchartz.com/game/16974/chou-gekijouban-keroro-gunsou-3-tenkuu-daibouken-de-arimasu/| 2008| Action| Namco Bandai| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Sprung| https://www.vgchartz.com/game/2165/sprung-a-game-where-everyone-scores/| 2004| Adventure| Ubisoft| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Panzer Tactics| https://www.vgchartz.com/game/12608/panzer-tactics-ds/| 2007| Strategy| Conspiracy Entertainment| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Johnny Test| https://www.vgchartz.com/game/49792/johnny-test/| 2011| Platform| 505 Games| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Space & Figure: Brainstorm Training: Ku-Tore| https://www.vgchartz.com/game/23092/kuukan-zukei-hirameki-training-kuutore/| 2008| Misc| Benesse| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Ossu! Tatakae! Ouendan!| https://www.vgchartz.com/game/3960/osu-tatakae-ouendan/| 2005| Misc| Nintendo| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Bionicle: Heroes| https://www.vgchartz.com/game/4876/bionicle-heroes/| 2006| Shooter| Eidos Interactive| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Jewel Quest 4: Heritage| https://www.vgchartz.com/game/53095/jewel-quest-iv-heritage/| 2011| Puzzle| iWin| 0.00| 0.05| 0.00| 0.01| 0.06| Nintendo DS
Meitantei Conan: Aoki Houseki no Rinbukyoku| https://www.vgchartz.com/game/49935/meitantei-conan-aoki-houseki-no-rinbukyoku/| 2011| Adventure| Namco Bandai| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
My Pet Chimp| https://www.vgchartz.com/game/44079/my-pet-chimp/| 2010| Simulation| 505 Games| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Di-Gata Defenders| https://www.vgchartz.com/game/18346/di-gata-defenders/| 2008| Role-Playing| Game Factory| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Theme Park DS| https://www.vgchartz.com/game/4581/theme-park/| 2007| Simulation| Electronic Arts| 0.00| 0.03| 0.03| 0.00| 0.06| Nintendo DS
From The Abyss| https://www.vgchartz.com/game/17037/from-the-abyss/| 2008| Role-Playing| Aksys Games| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Legend of Kay| https://www.vgchartz.com/game/40239/legend-of-kay/| 2010| Action| JoWood Productions| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Sudoku Ball Detective| https://www.vgchartz.com/game/31885/sudoku-ball-detective/| 2009| Puzzle| Playlogic Game Factory| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Kurupoto Cool Cool Stars| https://www.vgchartz.com/game/7529/kurupoto-cool-cool-stars/| 2007| Action| Starfish| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Challenge Me: Brain Puzzles| https://www.vgchartz.com/game/31126/challenge-me-brain-puzzles/| 2009| Puzzle| Oxygen Interactive| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Shining Force Feather| https://www.vgchartz.com/game/26556/shining-force-feather/| 2009| Strategy| Sega| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
OK! Puzzle Stars| https://www.vgchartz.com/game/44180/ok-puzzle-stars/| 2010| Puzzle| Ubisoft| 0.00| 0.05| 0.00| 0.01| 0.06| Nintendo DS
Star Trek: Tactical Assault| https://www.vgchartz.com/game/2188/star-trek-tactical-assault/| 2006| Strategy| Bethesda Softworks| 0.05| 0.01| 0.00| 0.00| 0.06| Nintendo DS
Imagine: Cheerleader| https://www.vgchartz.com/game/30956/imagine-cheerleader/| 2009| Simulation| Ubisoft| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
DropCast| https://www.vgchartz.com/game/15330/dropcast/| 2008| Puzzle| THQ| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
DS Seminar: English Power| https://www.vgchartz.com/game/3182/minna-no-ds-seminar-kanpeki-eitango-ryoku/| 2006| Misc| TDK Core| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Kirarin Star Revolution: Minna de Odorou Furi Furi Debut!| https://www.vgchartz.com/game/25297/kirarin-revolution-minna-de-odorou-furi-furi-debut/| 2008| Simulation| Konami| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Arkanoid DS| https://www.vgchartz.com/game/14485/arkanoid-ds/| 2007| Puzzle| Square Enix| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Disney's Kim Possible: Global Gemini| https://www.vgchartz.com/game/12714/disneys-kim-possible-global-gemini/| 2007| Platform| Disney Interactive Studios| 0.05| 0.01| 0.00| 0.00| 0.06| Nintendo DS
Mega Man Battle Team 5: Double Team| https://www.vgchartz.com/game/1311/mega-man-battle-network-5-double-team-ds-us-sales/| 2005| Role-Playing| Capcom| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Tsumiki: Block Drop Mania| https://www.vgchartz.com/game/70153/tsumiki-block-drop-mania/| 2007| Action| SouthPeak Interactive| 0.05| 0.00| 0.00| 0.01| 0.06| Nintendo DS
Dreamer: Zoo Keeper| https://www.vgchartz.com/game/35223/dreamer-series-zoo-keeper/| 2010| Simulation| DreamCatcher Interactive| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Big Bang Mini| https://www.vgchartz.com/game/28673/big-bang-mini/| 2009| Shooter| SouthPeak Interactive| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Summon Night 2| https://www.vgchartz.com/game/24809/summon-night-2/| 2008| Role-Playing| Bandai| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Chou Soujuu Mecha MG| https://www.vgchartz.com/game/14738/chou-soujuu-mecha-mg/| N/A| Simulation| | 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Busy Scissors| https://www.vgchartz.com/game/44882/busy-scissors/| 2010| Simulation| Little Orbit| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
World Series of Poker 2008: Battle for the Bracelets| https://www.vgchartz.com/game/12621/world-series-of-poker-2008-battle-for-the-bracelets/| 2007| Misc| Activision| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Fosters Home for Imaginary Friends: Imagination Invaders| https://www.vgchartz.com/game/12744/fosters-home-for-imaginary-friends-imagination-invaders/| 2007| Adventure| Midway Games| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Eigo de Tabisuru: Little Charo| https://www.vgchartz.com/game/49086/eigo-de-tabisuru-little-charo/| 2011| Misc| Nintendo| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
World Cup of Pool| https://www.vgchartz.com/game/18803/world-cup-of-pool/| 2009| Sports| Midas Interactive Entertainment| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
I Love Beauty: Hollywood Makeover| https://www.vgchartz.com/game/33795/i-love-beauty-hollywood-makeover/| 2009| Misc| City Interactive| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Rock Blast| https://www.vgchartz.com/game/19431/rock-blast/| 2008| Puzzle| UFO Interactive| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Showtime Championship Boxing| https://www.vgchartz.com/game/34062/showtime-championship-boxing/| 2007| Fighting| DSI Games| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Little League World Series Baseball 2008| https://www.vgchartz.com/game/23583/little-league-world-series-baseball-2008/| 2008| Sports| Activision| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Jewel Link Chronicles: Mountains of Madness| https://www.vgchartz.com/game/70159/jewel-link-chronicles-mountains-of-madness/| 2011| Puzzle| Avanquest| 0.00| 0.05| 0.00| 0.01| 0.06| Nintendo DS
Zaidanhoujin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: Kanken DS3 Deluxe| https://www.vgchartz.com/game/33611/zaidan-houjin-nippon-kanji-nouryoku-kentei-kyoukai-kounin-kanken-ds3-deluxe/| 2009| Misc| Rocket Company| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
POP CUTIE! Street Fashion Simulation| https://www.vgchartz.com/game/23729/pop-cutie-street-fashion-simulation/| 2008| Simulation| KOEI| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Playmobil: Knight| https://www.vgchartz.com/game/39284/playmobil-knights/| 2009| Action| DreamCatcher Interactive| 0.04| 0.01| 0.00| 0.00| 0.06| Nintendo DS
Imagine: Resort Owner| https://www.vgchartz.com/game/68380/imagine-resort-owner/| 2010| Strategy| Ubisoft| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Paws & Claws: Pampered Pets 2| https://www.vgchartz.com/game/50845/paws-amp-claws-pampered-pets-2/| 2011| Simulation| THQ| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Satisfashion| https://www.vgchartz.com/game/37342/satisfashion/| 2010| Misc| Destineer| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Theresia| https://www.vgchartz.com/game/25078/theresia/| 2008| Adventure| Aksys Games| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Winter Sports 2: The Next Challenge| https://www.vgchartz.com/game/28168/winter-sports-2-the-next-challenge/| 2008| Sports| Conspiracy Entertainment| 0.04| 0.02| 0.00| 0.00| 0.06| Nintendo DS
FIFA 07| https://www.vgchartz.com/game/15214/fifa-07-soccer/| 2006| Sports| EA Sports| 0.05| 0.01| 0.00| 0.00| 0.06| Nintendo DS
Teenage Mutant Ninja Turtles 3: Mutant Nightmare| https://www.vgchartz.com/game/5809/teenage-mutant-ninja-turtles-3-mutant-nightmare/| 2005| Action| Konami| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Travel Phrasebook DS Series 3: South Korea| https://www.vgchartz.com/game/4628/tabi-no-yubisashi-kaiwachou-ds-ds-series-3-kankoku/| 2006| Misc| Nintendo| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Gegege no Kitarou: Youkai Daigekisen| https://www.vgchartz.com/game/18355/gegege-no-kitarou-youkai-daigekisen/| 2008| Action| Namco Bandai| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Dig Dug: Digging Strike| https://www.vgchartz.com/game/520/dig-dug-digging-strike/| 2005| Puzzle| Namco| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Emblem of Gundam| https://www.vgchartz.com/game/16021/emblem-of-gundam/| 2008| Strategy| Namco Bandai| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Quiz! Hexagon II| https://www.vgchartz.com/game/45269/quiz-hexagon-ii/| 2010| Misc| Namco Bandai| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Honeycomb Beat| https://www.vgchartz.com/game/18384/honeycomb-beat/| 2006| Puzzle| Konami| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Crazy Chicken: Pharaoh's Treasure| https://www.vgchartz.com/game/32558/crazy-chicken-pharaohs-treasure/| 2007| Puzzle| Mumbo Jumbo| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Jumble Madness| https://www.vgchartz.com/game/28159/jumble-madness/| 2009| Puzzle| Destineer| 0.06| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!| https://www.vgchartz.com/game/43478/katekyoo-hitman-reborn-ds-fate-of-heat-iii-yuki-no-shugosha-raishuu/| 2010| Role-Playing| Marvelous Interactive| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Brain Quest: Grades 3 & 4| https://www.vgchartz.com/game/25866/brain-quest-grades-3-amp-4/| 2008| Misc| Electronic Arts| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Home Teacher Hitman Reborn! DS: Flame Rumble| https://www.vgchartz.com/game/7010/katekyoo-hitman-reborn-ds-flame-rumble-mukuro-kyoushuu/| 2007| Fighting| Takara Tomy| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Winx Club: The Quest for the Codex| https://www.vgchartz.com/game/2679/winx-club-quest-for-the-codex/| 2006| Action| Konami| 0.03| 0.02| 0.00| 0.00| 0.06| Nintendo DS
Jacqueline Wilson's Tracy Beaker: The Game| https://www.vgchartz.com/game/39747/jacqueline-wilsons-tracy-beaker-the-game/| 2009| Misc| P2 Games| 0.00| 0.05| 0.00| 0.00| 0.06| Nintendo DS
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu +| https://www.vgchartz.com/game/28488/cid-to-chocobo-no-fushigi-na-dungeon-toki-wasure-no-meikyuu-ds/| 2008| Role-Playing| Square Enix| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
X-Men: Destiny| https://www.vgchartz.com/game/51753/x-men-destiny/| 2011| Action| Activision| 0.05| 0.01| 0.00| 0.00| 0.06| Nintendo DS
Aquarium by DS| https://www.vgchartz.com/game/14477/aquarium-by-ds/| 2008| Simulation| Bold Games| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Gormiti: The Lords of Nature| https://www.vgchartz.com/game/43446/gormiti-the-lords-of-nature/| 2010| Adventure| Konami| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Winx Club: Mission Enchantix| https://www.vgchartz.com/game/17809/winx-club-mission-enchantix/| 2008| Adventure| Konami| 0.03| 0.02| 0.00| 0.00| 0.06| Nintendo DS
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka| https://www.vgchartz.com/game/45208/katekyoo-hitman-reborn-ds-flame-rumble-xx-kessen-shin-6-chouka/| 2010| Action| Takara Tomy| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Atari's Greatest Hits: Volume 2| https://www.vgchartz.com/game/46966/ataris-greatest-hits-volume-2/| 2011| Misc| Atari| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Tiger Woods PGA Tour 08| https://www.vgchartz.com/game/7232/tiger-woods-pga-tour-08/| 2007| Sports| EA Sports| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!| https://www.vgchartz.com/game/36469/katekyoo-hitman-reborn-ds-flame-rumble-x-mirai-chou-bakuhatsu/| 2009| Fighting| Takara Tomy| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Nanostray| https://www.vgchartz.com/game/1479/nanostray/| 2005| Shooter| Majesco| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Wantame Uranai Channel| https://www.vgchartz.com/game/7163/wantame-fortune-channel/| 2007| Misc| Capcom| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Real Soccer 2009| https://www.vgchartz.com/game/28148/real-soccer-2009/| 2008| Sports| Ubisoft| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Monster Farm DS| https://www.vgchartz.com/game/7055/kaite-shabette-hajimeyou-monster-farm-ds/| 2007| Role-Playing| Tecmo| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Scurge: Hive| https://www.vgchartz.com/game/1990/scurge-hive/| 2006| Action| SouthPeak Interactive| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Zendoku| https://www.vgchartz.com/game/6627/zendoku/| 2007| Puzzle| Eidos Interactive| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
FIFA 06| https://www.vgchartz.com/game/15213/fifa-soccer-06/| 2005| Sports| EA Sports| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Dino Pets| https://www.vgchartz.com/game/35855/dino-pets/| 2009| Simulation| Destineer| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Case Closed! Detective Trainer| https://www.vgchartz.com/game/2978/meitantei-conan-tantei-ryoku-trainer/| 2007| Misc| Namco Bandai| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
The Prince of Tennis: Doubles no Oji-Sama - Girls Be Gracious!| https://www.vgchartz.com/game/34138/tennis-no-oji-sama-doubles-no-oji-sama-girls-be-gracious/| 2009| Sports| Konami| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Dreamer: Babysitter| https://www.vgchartz.com/game/28173/dreamer-series-babysitter/| 2009| Simulation| DreamCatcher Interactive| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Diva Girls: Divas on Ice| https://www.vgchartz.com/game/33308/diva-girls-divas-on-ice/| 2009| Sports| 505 Games| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Dungeon Explorer: Warriors of Ancient Arts| https://www.vgchartz.com/game/16520/dungeon-explorer-warriors-of-ancient-arts/| 2007| Role-Playing| Hudson Entertainment| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Mame Goma 2: Uchi no Ko ga Ichiban!| https://www.vgchartz.com/game/25547/mame-goma-2-uchi-no-ko-ga-ichiban/| 2008| Simulation| Creative Core| 0.00| 0.00| 0.06| 0.00| 0.06| Nintendo DS
Izuna 2: The Unemployed Ninja Returns| https://www.vgchartz.com/game/25260/izuna-2-the-unemployed-ninja-returns/| 2007| Role-Playing| Atlus| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Pucca Power Up| https://www.vgchartz.com/game/50202/pucca-power-up/| 2011| Platform| Rising Star| 0.04| 0.02| 0.00| 0.00| 0.06| Nintendo DS
Chuck E. Cheese's Playhouse| https://www.vgchartz.com/game/48441/chuck-e-cheeses-playhouse/| 2010| Misc| UFO Interactive| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
My Amusement Park| https://www.vgchartz.com/game/48462/my-amusement-park/| 2010| Misc| Scholastic Inc.| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Point Blank| https://www.vgchartz.com/game/1759/point-blank-ds-us-sales/| 2006| Shooter| Namco Bandai| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
Space Chimps| https://www.vgchartz.com/game/23240/space-chimps/| 2008| Platform| Brash Entertainment| 0.05| 0.00| 0.00| 0.00| 0.06| Nintendo DS
History Great Empires: Rome| https://www.vgchartz.com/game/32982/history-great-empires-rome/| 2009| Strategy| Valcon Games| 0.05| 0.00| 0.00| 0.00| 0.05| Nintendo DS
Unsolved Crimes| https://www.vgchartz.com/game/25941/unsolved-crimes/| 2008| Adventure| Atari| 0.04| 0.01| 0.00| 0.00| 0.05| Nintendo DS
Chocolatier| https://www.vgchartz.com/game/34081/chocolatier/| 2010| Simulation| Zoo Games| 0.05| 0.00| 0.00| 0.00| 0.05| Nintendo DS
Minna to Kimi no Piramekino!| https://www.vgchartz.com/game/47413/minna-to-kimi-no-piramekino/| 2010| Misc| Namco Bandai| 0.00| 0.00| 0.05| 0.00| 0.05| Nintendo DS
Front Mission 2089: Border of Madness| https://www.vgchartz.com/game/17038/front-mission-2089-border-of-madness/| 2008| Strategy| Square Enix| 0.00| 0.00| 0.05| 0.00| 0.05| Nintendo DS
Xiaolin Showdown| https://www.vgchartz.com/game/6031/xiaolin-showdown/| 2006| Action| Konami| 0.05| 0.00| 0.00| 0.00| 0.05| Nintendo DS
Drivers Ed Portable| https://www.vgchartz.com/game/28151/drivers-ed-portable/| 2008| Misc| DreamCatcher Interactive| 0.05| 0.00| 0.00| 0.00| 0.05| Nintendo DS
Petz Bunnyz Bunch| https://www.vgchartz.com/game/50432/petz-bunnyz-bunch/| 2011| Simulation| Ubisoft| 0.05| 0.00| 0.00| 0.00| 0.05| Nintendo DS
Walt Disney Pictures Presents Enchanted| https://www.vgchartz.com/game/49754/walt-disney-pictures-presents-enchanted/| 2007| Platform| Disney Interactive Studios| 0.04| 0.01| 0.00| 0.00| 0.05| Nintendo DS
Virtual Villagers: A New Home| https://www.vgchartz.com/game/43450/virtual-villagers-a-new-home/| 2010| Simulation| Conspiracy Entertainment| 0.04| 0.01| 0.00| 0.00| 0.05| Nintendo DS
Match 3 Madness| https://www.vgchartz.com/game/47958/match-3-madness/| 2010| Puzzle| Foreign Media Games| 0.00| 0.05| 0.00| 0.01| 0.05| Nintendo DS
Lernerfolg Vorschule Capt'n Sharky| https://www.vgchartz.com/game/46469/lernerfolg-vorschule-captn-sharky/| 2009| Misc| Tivola| 0.00| 0.05| 0.00| 0.01| 0.05| Nintendo DS
Jissen Pachislot: Fist of the North Star SE| https://www.vgchartz.com/game/3542/jissen-pachislot-hisshouhou-hokuto-no-ken-ds-se/| 2006| Misc| Sega| 0.00| 0.00| 0.05| 0.00| 0.05| Nintendo DS
