platform.filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform.list
181|Nintendo DS|Hatsune Miku: Project Mirai DX|3|29/05/2015|N|N|N|N|N|N|N|N||SEGA Europe Ltd|Nintendo 3DS
182|Nintendo DS|Tappingo 2|3|29/05/2015|N|N|N|N|N|N|N|N||Circle Entertainment Ltd|Nintendo 3DS
183|Nintendo DS|Glory of Generals The Pacific|7|29/05/2015|N|N|N|N|N|N|Y|N||Circle Entertainment Ltd|Nintendo 3DS
184|Nintendo DS|Ninja Battle Heroes|7|29/05/2015|N|N|N|N|N|N|Y|N||Tom Create Co., Ltd|Nintendo 3DS
185|Nintendo DS|Code Name: S.T.E.A.M.|12|15/05/2015|N|N|N|N|N|N|Y|N|Characters from history and the Wizard of Oz join forces to eliminate alien invaders.|Nintendo of Europe GmbH|Nintendo 3DS
186|Nintendo DS|3D Thunder Blade|7|14/05/2015|N|N|N|N|N|N|Y|N||SEGA Europe Ltd|Nintendo 3DS
187|Nintendo DS|Fullblox|3|14/05/2015|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
188|Nintendo DS|Puzzle &amp; Dragons Z + Puzzle &amp; Dragons Super Mario Bros. Edition|7|08/05/2015|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
189|Nintendo DS|3D Fantasy Zone 2|3|16/04/2015|N|N|N|N|N|N|N|N||SEGA Europe Ltd|Nintendo 3DS
190|Nintendo DS|StreetPass Zombies|7|16/04/2015|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
191|Nintendo DS|StreetPass Fishing|3|16/04/2015|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
192|Nintendo DS|PokÃ©mon Rumble World|7|08/04/2015|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
193|Nintendo DS|BOXBOY!|3|02/04/2015|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
194|Nintendo DS|Xenoblade Chronicles 3D|12|02/04/2015|Y|N|N|N|N|N|Y|N|In another time and dimension, humans struggle against a sudden and relentless attack from the mechanical Mechon.|Nintendo of Europe GmbH|New Nintendo 3DS
195|Nintendo DS|MIGHTY GUNVOLT|7|02/04/2015|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
196|Nintendo DS|Azure Striker GUNVOLT|12|02/04/2015|N|N|N|N|N|N|Y|N|This is a side-scrolling action game which leads Gunvolt, a young man with the ability to electrify his enemies, through a series of 2D levels.|Nintendo of Europe GmbH|Nintendo 3DS
197|Nintendo DS|Bloo Kid 2|3|02/04/2015|N|N|N|N|N|N|N|N||winterworks GmbH|Nintendo 3DS
198|Nintendo DS|Blast 'Em Bunnies|12|31/03/2015|N|N|N|N|N|N|Y|N|Defend your burrow from evil bunnies, using your carrot rifle, watermelon pip machine gun or runner bean rail gun.|Nnooo|Nintendo 3DS
199|Nintendo DS|Inazuma Eleven GO Chrono Stones: Wildfire|12|27/03/2015|N|N|N|N|N|N|Y|N|Japanese style role playing game where you have to prevent football being eradicated from the world.|Nintendo of Europe GmbH|Nintendo 3DS
200|Nintendo DS|Inazuma Eleven GO Chrono Stones: Thunderflash|12|27/03/2015|N|N|N|N|N|N|Y|N|Japanese style role playing game where you have to prevent football being eradicated from the world.|Nintendo of Europe GmbH|Nintendo 3DS
201|Nintendo DS|Best Friends - Mein Pferd 3D|3|27/03/2015|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
202|Nintendo DS|KAMI|3|27/03/2015|N|N|N|N|N|N|N|N||Circle Entertainment Ltd|New Nintendo 3DS
203|Nintendo DS|OlliOlli|3|26/03/2015|N|N|N|N|N|N|N|N||Curve Digital|Nintendo 3DS
204|Nintendo DS|A-Train 3D: City Simulator|3|26/03/2015|N|N|N|N|N|N|N|N||Natsume Inc.|Nintendo 3DS
205|Nintendo DS|LEGO Ninjago: Shadow of Ronin|7|26/03/2015|N|N|N|N|N|N|Y|N||Warner Brothers Entertainment UK Ltd|Nintendo 3DS
206|Nintendo DS|Karous|7|26/03/2015|N|N|N|N|N|N|Y|N||Circle Entertainment Ltd|Nintendo 3DS
207|Nintendo DS|Adventure Bar Story|7|26/03/2015|N|N|N|N|N|N|Y|N||Circle Entertainment Ltd|Nintendo 3DS
208|Nintendo DS|Mario vs. Donkey Kong: Tipping Stars|3|20/03/2015|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
209|Nintendo DS|Jet Dog|3|20/03/2015|N|N|N|N|N|N|N|N||Bigben Interactive SA|Nintendo 3DS
210|Nintendo DS|Jewel Link Double Pack Atlantic Quest / Safari Quest|3|13/03/2015|N|N|N|N|N|N|N|N||Maximum Games Ltd|Nintendo 3DS
211|Nintendo DS|Quell Memento|3|13/03/2015|N|N|N|N|N|N|N|N||Circle Entertainment Ltd|Nintendo 3DS
212|Nintendo DS|Titan Attacks!|7|12/03/2015|N|N|N|N|N|N|Y|N||Curve Digital|Nintendo 3DS
213|Nintendo DS|3D Outrun|3|12/03/2015|N|N|N|N|N|N|N|N||SEGA Europe Ltd|Nintendo 3DS
214|Nintendo DS|Fantasy Pirates|7|09/03/2015|N|N|N|N|N|N|Y|N||Enjoyup Games, S.L.|Nintendo 3DS
215|Nintendo DS|Excave II : Wizard of the Underworld|12|07/03/2015|N|N|N|N|N|N|Y|N||Bergsala Lightweight AB|Nintendo 3DS
216|Nintendo DS|Cooking Mama: Bon AppÃ©tit|3|06/03/2015|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
217|Nintendo DS|Gardening Mama: Forest Friends|3|06/03/2015|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
218|Nintendo DS|Word Search by POWGI|3|01/03/2015|N|N|N|N|N|N|N|N||Lightwood Consultancy Ltd (trading as Lightwood Games)|Nintendo 3DS
219|Nintendo DS|ACE COMBAT ASSAULT HORIZON LEGACY +|12|27/02/2015|Y|N|N|N|N|N|N|N|Aeroplane fighting sim. Very similar to early ace combat, gameplay based around 'dog-fights' with all violence directed towards other planes and ground targets.|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|Nintendo 3DS
220|Nintendo DS|PokÃ©mon Shuffle|3|27/02/2015|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
221|Nintendo DS|ExCave|12|27/02/2015|N|N|N|N|N|N|Y|N|Two young adventurers plumb the depths of a maniacal maze to discover the fate of a missing magician|Teyon|Nintendo 3DS
222|Nintendo DS|Heart Beaten|7|14/02/2015|N|N|N|N|N|N|Y|N||Springloaded PTE. LTD|Nintendo 3DS
223|Nintendo DS|The Legend of Zelda: Majora's Mask 3D|12|13/02/2015|N|N|N|N|N|N|Y|N|The dark power of a relic called Majora's Mask has wreaked havoc on the citizens of Termina, but their most urgent problem is a suicidal moon crashing toward the world.|Nintendo of Europe GmbH|Nintendo 3DS
224|Nintendo DS|Kirby Fighters Deluxe|7|13/02/2015|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
225|Nintendo DS|Dedede's Drum Dash Deluxe|3|13/02/2015|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
226|Nintendo DS|Monster Hunter 4 Ultimate|12|13/02/2015|Y|N|N|N|N|N|Y|N|Fourth generation of the Monster Hunter series. Play as a monster hunter, travelling a mysterious landscape and taking on quests along the way.|CE Europe Ltd.|Nintendo 3DS
227|Nintendo DS|IronFall: Invasion|12|13/02/2015|Y|N|N|N|N|N|Y|N|2015: Mankind realises that humanity is not alone in the galaxy. Following a devastating attack from an alien civilisation known as the Dyxides, the guerrilla resistance group, IronFall, emerges.|Nintendo of Europe GmbH|Nintendo 3DS
228|Nintendo DS|Nintendo 3DS pre-installed software|7|13/02/2015|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|New Nintendo 3DS
229|Nintendo DS|SpongeBob SuperheroPants|7|06/02/2015|N|N|N|N|N|N|Y|N||Activision Blizzard UK Ltd|Nintendo 3DS
230|Nintendo DS|Undead Storm Nightmare|16|05/02/2015|N|N|N|N|N|N|Y|N|Fight through several rounds and defeat the undead hordes, with chainsaws, machine guns and grenades.|G-Style Co., Ltd|Nintendo 3DS
231|Nintendo DS|Luv Me Buddies Wonderland|3|28/01/2015|N|N|N|N|N|N|N|N||Oxygene Srl|Nintendo 3DS
232|Nintendo DS|Iron Combat: War in the Air|7|20/01/2015|N|N|N|N|N|N|Y|N||Teyon|Nintendo 3DS
233|Nintendo DS|Flap Flap|3|16/01/2015|N|N|N|N|N|N|N|N||Bigben Interactive SA|Nintendo 3DS
234|Nintendo DS|Monster Combine TD|7|15/01/2015|N|N|N|N|N|N|Y|N|Defend the schoolâs gates and take control of the battlefield by summoning mythic creatures and monsters.|Collavier Corporation|Nintendo 3DS
235|Nintendo DS|3D Fantasy Zone|3|15/01/2015|N|N|N|N|N|N|N|N||SEGA Europe Ltd|Nintendo 3DS
236|Nintendo DS|Space Lift Danger Panic!|7|15/01/2015|N|N|N|N|N|N|Y|N|The space lift has broken down causing stick men to rain from the sky, you must open portals underneath them to transport them to safety.|Springloaded PTE. LTD|Nintendo 3DS
237|Nintendo DS|Shantae and the Pirate's Curse|12|07/01/2015|N|N|N|N|N|Y|Y|N|Shantae teams up with her old nemesis, Risky Boots, to defeat the evil Pirate Master in the third instalment of the Shantae series.|WayForward Technologies, Inc.|Nintendo 3DS
238|Nintendo DS|Zombie Incident|3|04/01/2015|N|N|N|N|N|N|N|N||David MÃ¡rquez de la Cruz / CoderChild|Nintendo 3DS
239|Nintendo DS|3D Afterburner 2|7|02/01/2015|N|N|N|N|N|N|Y|N||SEGA Europe Ltd|Nintendo 3DS
240|Nintendo DS|Ocean Runner|3|01/01/2015|N|N|N|N|N|N|N|N||Teyon|Nintendo 3DS
261|Nintendo DS|Persona Q:Shadow of the Labyrinth|12|27/11/2014|Y|N|N|N|N|Y|Y|N|The characters from Persona 3 and Persona 4 discover a labyrinth extending far below Yasogami High School. Trapped within the school, they work together to find their freedom and build up their skills...|NIS America, Inc|Nintendo 3DS
262|Nintendo DS|Pazuru|3|27/11/2014|N|N|N|N|N|N|N|N||Joindots GmbH|Nintendo 3DS
263|Nintendo DS|The Legend of Dark Witch|7|27/11/2014|N|N|N|N|N|N|Y|N||Circle Entertainment Ltd|Nintendo 3DS
264|Nintendo DS|Castle Conqueror Defender|7|27/11/2014|N|N|N|N|N|N|Y|N||Circle Entertainment Ltd|Nintendo 3DS
265|Nintendo DS|Fairune|3|27/11/2014|N|N|N|N|N|N|N|N||Circle Entertainment Ltd|Nintendo 3DS
266|Nintendo DS|Traumberuf Tiertrainer 3D|3|21/11/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
267|Nintendo DS|Hello Kitty &amp; Friends: Rockin' World Tour|3|21/11/2014|N|N|N|N|N|N|N|N||Bergsala Lightweight AB|Nintendo 3DS
268|Nintendo DS|Lufia: The Legend Returns|7|20/11/2014|N|N|N|N|N|N|Y|N|Travel the world, training your party to defeat the Sinistrals.|Nintendo of Europe GmbH|Nintendo 3DS
269|Nintendo DS|I've Got to Run: Complete Edition!|3|20/11/2014|N|N|N|N|N|N|N|N||4 Corner Games LLC|Nintendo 3DS
270|Nintendo DS|Christmas Wonderland 4|3|19/11/2014|N|N|N|N|N|N|N|N||Filematch Ltd T/A Microvalue|Nintendo 3DS
281|Nintendo DS|Disney Planes Fire &amp; Rescue|3|04/11/2014|N|N|N|N|N|N|N|N||Little Orbit Europe, LTD.|Nintendo 3DS
282|Nintendo DS|Citizens of Earth|12|04/11/2014|N|N|N|N|Y|N|N|N|Taking inspiration from classic adventure RPGs, the game puts you in the role of Vice President of earth, recruiting your citizens to investigate strange phenomena and save the world.|Atlus U.S.A., Inc.|Nintendo 3DS
283|Nintendo DS|LEGO Batman 3: Beyond Gotham|7|04/11/2014|N|N|N|Y|N|N|Y|N||Warner Brothers Entertainment UK Ltd|Nintendo 3DS
284|Nintendo DS|Sumico|3|03/11/2014|N|N|N|N|N|N|N|N||Engine Software|Nintendo 3DS
285|Nintendo DS|WRC: Official Game of the FIA World Rally Championship|3|31/10/2014|N|N|N|N|N|N|N|N||Bigben Interactive SA|Nintendo 3DS
286|Nintendo DS|Flick Golf 3D|3|31/10/2014|N|N|N|N|N|N|N|N||FullFat Productions Ltd|Nintendo 3DS
287|Nintendo DS|Gargoyle's Quest II: The Demon Darkness|7|30/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
288|Nintendo DS|Donkey Kong Land 3|3|30/10/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
289|Nintendo DS|Zombie Panic in Wonderland DX|12|30/10/2014|N|N|N|N|N|N|Y|N||Akaoni Studio S.L|Nintendo 3DS
290|Nintendo DS|Meine Pferde-Praxis 3D|3|30/10/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
291|Nintendo DS|Supermodel 3D|3|29/10/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
292|Nintendo DS|Tetris Ultimate|3|28/10/2014|N|N|N|N|N|N|N|N||Ubisoft EMEA|Nintendo 3DS
293|Nintendo DS|Hello Kitty and Sanrio Friends 3D Racing|3|27/10/2014|N|N|N|N|N|N|N|N||PQube Limited|Nintendo 3DS
294|Nintendo DS|Disney Magical World|7|24/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
295|Nintendo DS|Pac-Man and the Ghostly Adventures 2|7|24/10/2014|N|N|N|Y|N|N|Y|N||BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|Nintendo 3DS
296|Nintendo DS|Teenage Mutant Ninja Turtles: Danger of the Ooze|12|24/10/2014|N|N|N|N|N|N|Y|N|The Teenage Mutant Ninja Turtles fight through urban, subterranean and interdimensional platformer levels, encountering a variety of mutant and robot enemies in their quest to stop the Shredder and his...|Activision Blizzard UK Ltd|Nintendo 3DS
297|Nintendo DS|Mindfeud|3|24/10/2014|N|N|N|N|N|N|N|N||Engine Software|Nintendo 3DS
298|Nintendo DS|Proun+|3|24/10/2014|N|N|N|N|N|N|N|N||Engine Software|Nintendo 3DS
299|Nintendo DS|Donkey Kong Land 2|3|23/10/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
300|Nintendo DS|Legend of the River King 2|3|23/10/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
311|Nintendo DS|Street Fighter 2010: The Final Fight|7|02/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
312|Nintendo DS|Winx Club: Saving Alfea|7|30/09/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo 3DS
313|Nintendo DS|Winx Club: Saving Alfea|7|30/09/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo DS
314|Nintendo DS|Toys vs Monsters|3|30/09/2014|N|N|N|N|N|N|N|N||Enjoyup Games, S.L.|Nintendo 3DS
315|Nintendo DS|Fantasy Life|7|26/09/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
316|Nintendo DS|Meine Tierstation im Outback 3D|3|26/09/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
317|Nintendo DS|Glory of Generals|7|26/09/2014|N|N|N|N|N|N|Y|N|Glory of Generals is a turn-based strategy game set during World War II. and comprises 64 campaigns between 1939 AD and 1945 AD including the Western front, the Eastern front, North Africa, and Antarctica.|Circle Entertainment Ltd|Nintendo 3DS
318|Nintendo DS|Undead Bowling|16|25/09/2014|N|N|N|N|N|N|Y|N|Fight the apocalypse from a bowling alley, with zombies replacing the pins.|Joindots GmbH|Nintendo 3DS
319|Nintendo DS|Game &amp; Watch Gallery 3|3|25/09/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
320|Nintendo DS|Theatrhythm Final Fantasy Curtain Call|12|19/09/2014|N|N|N|N|N|N|Y|N|Tap to the rhythm of Final Fantasy's musical score.|Square Enix Ltd|Nintendo 3DS
341|Nintendo DS|Survivor - Heroes|3|31/07/2014|N|N|N|N|N|N|N|N||Bigben Interactive SA|Nintendo 3DS
342|Nintendo DS|Vacation Adventures: Park Ranger 2|3|31/07/2014|N|N|N|N|N|N|N|N||Filematch Ltd T/A Microvalue|Nintendo 3DS
343|Nintendo DS|101 Pony Pets|3|30/07/2014|N|N|N|N|N|N|N|N||MPS Multimedia Inc., DBA Selectsoft, Select|Nintendo 3DS
344|Nintendo DS|Scooby-Doo! &amp; Looney Tunes Cartoon Universe: Adventure|7|29/07/2014|N|N|N|N|N|N|Y|N||Warner Brothers Entertainment UK Ltd|Nintendo 3DS
345|Nintendo DS|LEGO Ninjago: Nindroids|7|25/07/2014|N|N|N|N|N|N|Y|N||Warner Brothers Entertainment UK Ltd|Nintendo 3DS
346|Nintendo DS|PokÃ©mon Trading Card Game|3|10/07/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
347|Nintendo DS|PokÃ©mon Art Academy|3|04/07/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
348|Nintendo DS|Chibi-Robo! Let's Go, Photo!|3|03/07/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
349|Nintendo DS|One Piece Unlimited World Red|12|27/06/2014|Y|N|N|N|N|N|Y|N|One Piece: Unlimited World Red a âmulti action-adventureâ game.|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|Nintendo 3DS
350|Nintendo DS|TRANSFORMERS: Rise of the Dark Spark|7|27/06/2014|N|N|N|N|N|N|Y|N||Activision Blizzard UK Ltd|Nintendo 3DS
351|Nintendo DS|Meine Tiere &amp; Ich 3D|3|27/06/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
352|Nintendo DS|My First Songs 2|3|21/06/2014|N|N|N|N|N|N|N|N||Ringzero Game Studio Co., Ltd.|Nintendo 3DS
353|Nintendo DS|Yu-Gi-Oh! ZEXAL World Duel Carnival|3|20/06/2014|N|N|N|N|N|N|N|N||Konami Digital Entertainment BV|Nintendo 3DS
354|Nintendo DS|1001 Spikes|7|19/06/2014|N|N|N|N|N|N|Y|N||Nicalis, Inc.|Nintendo 3DS
355|Nintendo DS|Another World - 20th Anniversary Edition|12|18/06/2014|N|N|N|N|N|N|Y|N|Escape from a prison camp and evade capture whilst travelling through a series of dangerous environments, battling alien soldiers and wild creatures while solving numerous puzzles in order to survive.|Abrial Da Costa|Nintendo 3DS
356|Nintendo DS|Farming Simulator 14|3|15/06/2014|N|N|N|N|N|N|N|N||Focus Home Interactive|Nintendo 3DS
357|Nintendo DS|Inazuma Eleven Go: Light|12|13/06/2014|N|N|N|N|N|N|Y|N|Follow the characters from the popular Inazuma Eleven football Manga series.|Nintendo of Europe GmbH|Nintendo 3DS
358|Nintendo DS|Inazuma Eleven Go: Shadow|12|13/06/2014|N|N|N|N|N|N|Y|N|Follow the characters from the popular Inazuma Eleven football Manga series.|Nintendo of Europe GmbH|Nintendo 3DS
359|Nintendo DS|ARC STYLE: Baseball 3D|3|12/06/2014|N|N|N|N|N|N|N|N||Arc System Works Co.,Ltd|Nintendo 3DS
360|Nintendo DS|How To Train Your Dragon 2|7|10/06/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo 3DS
361|Nintendo DS|TOMODACHI LIFE|3|06/06/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
362|Nintendo DS|Rabi Laby 3|3|05/06/2014|N|N|N|N|N|N|N|N||Agetec Europe Ltd|Nintendo 3DS
363|Nintendo DS|BearShark|3|31/05/2014|N|N|N|N|N|N|N|N||Barnstorm Games|Nintendo 3DS
364|Nintendo DS|Jewel Link Double Pack - Jewel Link Atlantic Quest/Jewel Link Galactic Quest|3|30/05/2014|N|N|N|N|N|N|N|N||Maximum Games Ltd|Nintendo DS
365|Nintendo DS|The Mysterious Cities of Gold : Secret Paths|3|30/05/2014|N|N|N|N|N|N|N|N||Ynnis Interactive|Nintendo 3DS
366|Nintendo DS|Quell Reflect|3|30/05/2014|N|N|N|N|N|N|N|N||Circle Entertainment Ltd|Nintendo 3DS
367|Nintendo DS|2048|3|30/05/2014|N|N|N|N|N|N|N|N||GameOn GmbH|Nintendo 3DS
368|Nintendo DS|Mario Golf|3|29/05/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
369|Nintendo DS|The Mysterious Murasame Castle|7|29/05/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
370|Nintendo DS|Atlantic Quest|3|29/05/2014|N|N|N|N|N|N|N|N||Joindots GmbH|Nintendo 3DS
371|Nintendo DS|Astro|7|29/05/2014|N|N|N|N|N|N|Y|N|Pilot your ship through the levels, blasting all the pirate ships and asteroids.|Enjoy Gaming Ltd|Nintendo DSi - DSiWare
372|Nintendo DS|Zombie Blaster|12|29/05/2014|Y|N|N|N|N|N|Y|N|Blast your way through the zombies, skeletons and ghouls to escape the mad scientist.|Enjoy Gaming Ltd|Nintendo DSi - DSiWare
373|Nintendo DS|Atlantic Quest &amp; Galactic Quest|3|29/05/2014|N|N|N|N|N|N|N|N||Joindots GmbH|Nintendo DS
374|Nintendo DS|COCORO - Line defender|3|29/05/2014|N|N|N|N|N|N|N|N||MOVING PLAYER|Nintendo 3DS
375|Nintendo DS|Etrian Odyssey Untold: The Millenium Girl|12|23/05/2014|Y|N|N|N|N|N|Y|N|Travel the world, completing the quests and try to find out whatâs behind the earthquakes threatening your land.|NIS America, Inc|Nintendo 3DS
376|Nintendo DS|Legends of Oz: Dorothy's Return|3|23/05/2014|N|N|N|N|N|N|N|N||Maximum Games Ltd|Nintendo 3DS
377|Nintendo DS|Parking Star 3D|3|23/05/2014|N|N|N|N|N|N|N|N||Circle Entertainment Ltd|Nintendo 3DS
378|Nintendo DS|FIFA 15|3|23/05/2014|N|N|N|N|N|N|N|N||EA Swiss Sarl|Nintendo 3DS
379|Nintendo DS|Double Dragon 2: The Revenge|7|22/05/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
380|Nintendo DS|Turtle Tale|3|22/05/2014|N|N|N|N|N|N|N|N||Saturnine Games|Nintendo 3DS
381|Nintendo DS|Picross e4|3|22/05/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
382|Nintendo DS|Siesta Fiesta|3|22/05/2014|N|N|N|N|N|N|N|N||Mojo Bones Ltd.|Nintendo 3DS
383|Nintendo DS|Kirby: Triple Deluxe|7|16/05/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
384|Nintendo DS|Meine tierischen Patienten &amp; Ich 3D|3|15/05/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
